"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","category"
"Olfr639",0.93289516972916,0.00744004617752303,0.25,0,1,"Olfr639","Not Significant"
"Syt9",0.93289516972916,0.00744004617752303,0.25,0,1,"Syt9","Not Significant"
"Insc",0.93289516972916,0.00744004617752303,0.25,0,1,"Insc","Not Significant"
"Sox6os",0.93289516972916,0.00744004617752303,0.25,0,1,"Sox6os","Not Significant"
"Gm45155",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm45155","Not Significant"
"Scnn1g",0.93289516972916,0.00744004617752303,0.25,0,1,"Scnn1g","Not Significant"
"Olfr45",0.93289516972916,0.00744004617752303,0.25,0,1,"Olfr45","Not Significant"
"Muc2",0.93289516972916,0.00744004617752303,0.25,0,1,"Muc2","Not Significant"
"1810012K16Rik",0.93289516972916,0.00744004617752303,0.25,0,1,"1810012K16Rik","Not Significant"
"Gm45570",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm45570","Not Significant"
"2010110E17Rik",0.93289516972916,0.00744004617752303,0.25,0,1,"2010110E17Rik","Not Significant"
"Lcat",0.93289516972916,0.00744004617752303,0.25,0,1,"Lcat","Not Significant"
"Gm16116",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm16116","Not Significant"
"Gria4",0.93289516972916,0.00744004617752303,0.25,0,1,"Gria4","Not Significant"
"Olfr867",0.93289516972916,0.00744004617752303,0.25,0,1,"Olfr867","Not Significant"
"Cd3g",0.93289516972916,0.00744004617752303,0.25,0,1,"Cd3g","Not Significant"
"Hspb2",0.93289516972916,0.00744004617752303,0.25,0,1,"Hspb2","Not Significant"
"Gramd2",0.93289516972916,0.00744004617752303,0.25,0,1,"Gramd2","Not Significant"
"Hmgcll1",0.93289516972916,0.00744004617752303,0.25,0,1,"Hmgcll1","Not Significant"
"Gm47064",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm47064","Not Significant"
"Slc6a20a",0.93289516972916,0.00744004617752303,0.25,0,1,"Slc6a20a","Not Significant"
"Prf1",0.93289516972916,0.00744004617752303,0.25,0,1,"Prf1","Not Significant"
"4930563J15Rik",0.93289516972916,0.00744004617752303,0.25,0,1,"4930563J15Rik","Not Significant"
"Diras1",0.93289516972916,0.00744004617752303,0.25,0,1,"Diras1","Not Significant"
"BC049762",0.93289516972916,0.00744004617752303,0.25,0,1,"BC049762","Not Significant"
"Gm12207",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm12207","Not Significant"
"Asgr1",0.93289516972916,0.00744004617752303,0.25,0,1,"Asgr1","Not Significant"
"Bcl6b",0.93289516972916,0.00744004617752303,0.25,0,1,"Bcl6b","Not Significant"
"Gm12333",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm12333","Not Significant"
"Heatr9",0.93289516972916,0.00744004617752303,0.25,0,1,"Heatr9","Not Significant"
"BC018473",0.93289516972916,0.00744004617752303,0.25,0,1,"BC018473","Not Significant"
"Zfp750",0.93289516972916,0.00744004617752303,0.25,0,1,"Zfp750","Not Significant"
"Sostdc1",0.93289516972916,0.00744004617752303,0.25,0,1,"Sostdc1","Not Significant"
"Gm47376",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm47376","Not Significant"
"Gm17139",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm17139","Not Significant"
"Gng4",0.93289516972916,0.00744004617752303,0.25,0,1,"Gng4","Not Significant"
"Hist1h2bn",0.93289516972916,0.00744004617752303,0.25,0,1,"Hist1h2bn","Not Significant"
"Gm29675",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm29675","Not Significant"
"Catsper3",0.93289516972916,0.00744004617752303,0.25,0,1,"Catsper3","Not Significant"
"Gm10782",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm10782","Not Significant"
"Gm48837",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm48837","Not Significant"
"Gm8281",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm8281","Not Significant"
"Olfr749",0.93289516972916,0.00744004617752303,0.25,0,1,"Olfr749","Not Significant"
"Cthrc1",0.93289516972916,0.00744004617752303,0.25,0,1,"Cthrc1","Not Significant"
"Tex33",0.93289516972916,0.00744004617752303,0.25,0,1,"Tex33","Not Significant"
"Panx2",0.93289516972916,0.00744004617752303,0.25,0,1,"Panx2","Not Significant"
"Gm4279",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm4279","Not Significant"
"Ccdc116",0.93289516972916,0.00744004617752303,0.25,0,1,"Ccdc116","Not Significant"
"B630019A10Rik",0.93289516972916,0.00744004617752303,0.25,0,1,"B630019A10Rik","Not Significant"
"Tmem45a2",0.93289516972916,0.00744004617752303,0.25,0,1,"Tmem45a2","Not Significant"
"1700093J21Rik",0.93289516972916,0.00744004617752303,0.25,0,1,"1700093J21Rik","Not Significant"
"Tmem151b",0.93289516972916,0.00744004617752303,0.25,0,1,"Tmem151b","Not Significant"
"Nrtn",0.93289516972916,0.00744004617752303,0.25,0,1,"Nrtn","Not Significant"
"Gm49932",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm49932","Not Significant"
"Gm33373",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm33373","Not Significant"
"Dsc3",0.93289516972916,0.00744004617752303,0.25,0,1,"Dsc3","Not Significant"
"Pcdhga11",0.93289516972916,0.00744004617752303,0.25,0,1,"Pcdhga11","Not Significant"
"Gm30961",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm30961","Not Significant"
"Gm41724",0.93289516972916,0.00744004617752303,0.25,0,1,"Gm41724","Not Significant"
"Dipk1c",0.93289516972916,0.00744004617752303,0.25,0,1,"Dipk1c","Not Significant"
"1700105P06Rik",0.93289516972916,0.00744004617752303,0.25,0,1,"1700105P06Rik","Not Significant"
"Olfr1427",0.93289516972916,0.00744004617752303,0.25,0,1,"Olfr1427","Not Significant"
"Olfr1494",0.93289516972916,0.00744004617752303,0.25,0,1,"Olfr1494","Not Significant"
"Dmrt2",0.93289516972916,0.00744004617752303,0.25,0,1,"Dmrt2","Not Significant"
"Sec31b",0.93289516972916,0.00744004617752303,0.25,0,1,"Sec31b","Not Significant"
"Cdr1os",0.93289516972916,0.00744004617752303,0.25,0,1,"Cdr1os","Not Significant"
"Mageb16",0.93289516972916,0.00744004617752303,0.25,0,1,"Mageb16","Not Significant"
"PR8-HA",0.93289516972916,0.00744004617752303,0.25,0,1,"PR8-HA","Not Significant"
"H2afx",0.932948836979479,0.259263990209262,1,0.75,1,"H2afx","Not Significant"
"Hist1h3e",0.933182169620416,0.0341307469316212,0.75,0.75,1,"Hist1h3e","Not Significant"
"1110006O24Rik",0.933196049606882,0.00509564559992515,0.75,0.75,1,"1110006O24Rik","Not Significant"
"Msrb3",0.933196049606882,0.00509564559992515,0.75,0.75,1,"Msrb3","Not Significant"
"Nt5e",0.933198540038947,0.00409514921380971,0.5,0.5,1,"Nt5e","Not Significant"
"B930059L03Rik",0.933199110200393,0.00482781587278391,0.75,0.5,1,"B930059L03Rik","Not Significant"
"Pigl",0.933224051843443,0.0349268620463237,0.75,0.75,1,"Pigl","Not Significant"
"4921516A02Rik",0.93323317871976,0.0048286698265152,0.75,0.75,1,"4921516A02Rik","Not Significant"
"Hgf",0.933234588882479,0.0452401893576311,0.75,0.75,1,"Hgf","Not Significant"
"Slc9a3r2",0.933341410342385,0.0283948819337971,0.75,0.75,1,"Slc9a3r2","Not Significant"
"Cmc4",0.933476612922194,0.0407381928706791,0.75,0.75,1,"Cmc4","Not Significant"
"Ncapg2",0.933508253114491,-1.96416839838579,0.75,1,1,"Ncapg2","Not Significant"
"Slc16a9",0.933537236009818,0.0343449441395858,0.75,0.75,1,"Slc16a9","Not Significant"
"Exoc6b",0.933620449857683,0.202902599623389,1,0.75,1,"Exoc6b","Not Significant"
"Fignl2",0.93362705801436,0.00606604478389672,0.75,0.75,1,"Fignl2","Not Significant"
"Maob",0.933838528176807,0.00488800240709941,0.5,0.5,1,"Maob","Not Significant"
"Snx25",0.933903546910891,0.0399189329170355,0.75,0.75,1,"Snx25","Not Significant"
"Il1rl1",0.933916037050359,0.0105878243899504,0.75,0.75,1,"Il1rl1","Not Significant"
"Gm29107",0.933944365200229,0.0056807392655549,0.75,0.5,1,"Gm29107","Not Significant"
"Sqor",0.933961274337299,0.279447265430256,1,0.75,1,"Sqor","Not Significant"
"Cntrob",0.934004987496538,0.0368014287478333,0.75,0.75,1,"Cntrob","Not Significant"
"Dand5",0.934025542941631,0.00948353947549774,0.75,0.75,1,"Dand5","Not Significant"
"Lix1l",0.934059205395273,0.0403987612580792,0.75,0.75,1,"Lix1l","Not Significant"
"Kcnma1",0.934084154771447,0.00701908529672624,0.75,0.75,1,"Kcnma1","Not Significant"
"Dock6",0.934123377623853,0.0307818976773819,0.75,0.75,1,"Dock6","Not Significant"
"Fbxl8",0.934154106110171,0.0390407655185907,0.75,0.75,1,"Fbxl8","Not Significant"
"Zfp251",0.934159046799985,0.00883813979459513,0.75,0.5,1,"Zfp251","Not Significant"
"Gm14167",0.934404454118365,0.0282958006762017,0.75,0.5,1,"Gm14167","Not Significant"
"Rangrf",0.934438780254169,0.0356095047563245,0.75,0.75,1,"Rangrf","Not Significant"
"Wiz",0.934489414599437,0.0415084659756884,0.75,0.75,1,"Wiz","Not Significant"
"Cep83os",0.934588223462733,0.0073986483108166,0.75,0.75,1,"Cep83os","Not Significant"
"Gm10801",0.934622626823798,0.00549757772947279,0.25,0.25,1,"Gm10801","Not Significant"
"Tbc1d30",0.934673664617397,0.00580068907727194,0.75,0.75,1,"Tbc1d30","Not Significant"
"Gm31728",0.934849615670212,0.0114290467463649,0.5,0.25,1,"Gm31728","Not Significant"
"Pcdhgb2",0.934849615670212,0.0114290467463649,0.5,0.25,1,"Pcdhgb2","Not Significant"
"Plekha4",0.934896721874649,0.0287675227609738,0.75,0.75,1,"Plekha4","Not Significant"
"Slc25a43",0.934919343621673,0.00650223399901839,0.75,0.75,1,"Slc25a43","Not Significant"
"Rasgrf2",0.935024962824051,0.0369870265208216,0.75,0.75,1,"Rasgrf2","Not Significant"
"Tmco1",0.935079144954502,0.261495763368976,1,0.75,1,"Tmco1","Not Significant"
"Fign",0.935091396424022,0.00389861797793056,0.5,0.25,1,"Fign","Not Significant"
"Dgki",0.935091396424022,0.00389861797793056,0.5,0.25,1,"Dgki","Not Significant"
"Lims2",0.935091396424022,0.00389861797793056,0.5,0.25,1,"Lims2","Not Significant"
"Tmem47",0.935091396424022,0.00389861797793056,0.5,0.25,1,"Tmem47","Not Significant"
"1700030J22Rik",0.935146539438345,0.0203305793987596,0.75,0.25,1,"1700030J22Rik","Not Significant"
"Elf3",0.935335616599727,0.00363132189463289,0.5,0.25,1,"Elf3","Not Significant"
"Glt28d2",0.935335616599727,0.00363132189463289,0.5,0.25,1,"Glt28d2","Not Significant"
"Adgrb2",0.935335616599727,0.00363132189463289,0.5,0.25,1,"Adgrb2","Not Significant"
"1300017J02Rik",0.935335616599727,0.00363132189463289,0.5,0.25,1,"1300017J02Rik","Not Significant"
"Gm48591",0.935335616599727,0.00363132189463289,0.5,0.25,1,"Gm48591","Not Significant"
"Gm29585",0.935335616599727,0.00363132189463289,0.5,0.25,1,"Gm29585","Not Significant"
"Gm47941",0.935335616599727,0.00363132189463289,0.5,0.25,1,"Gm47941","Not Significant"
"AU021092",0.935335616599727,0.00363132189463289,0.5,0.25,1,"AU021092","Not Significant"
"Gm50336",0.935335616599727,0.00363132189463289,0.5,0.25,1,"Gm50336","Not Significant"
"Mcoln2",0.935350627089845,0.0295219770776196,0.75,0.75,1,"Mcoln2","Not Significant"
"Ccdc61",0.935535222132437,0.00988432717405674,0.75,0.75,1,"Ccdc61","Not Significant"
"9930104L06Rik",0.935584685502048,0.0391069540290125,0.75,0.75,1,"9930104L06Rik","Not Significant"
"Kif4",0.935688303959712,0.00404455735633835,0.5,0.5,1,"Kif4","Not Significant"
"Akt1s1",0.935729604989592,0.00445817686424732,0.75,0.75,1,"Akt1s1","Not Significant"
"Bmerb1",0.93575607652342,0.0138363405571578,0.5,0.25,1,"Bmerb1","Not Significant"
"Hist1h3c",0.935786349124746,0.0259913675850385,0.75,0.25,1,"Hist1h3c","Not Significant"
"Rab19",0.935788806022714,0.0101436888149378,0.75,0.75,1,"Rab19","Not Significant"
"Tmem260",0.935789258284276,0.0444235237546469,0.75,0.75,1,"Tmem260","Not Significant"
"mt-Co2",0.935803348951528,-0.582513969460153,1,1,1,"mt-Co2","Not Significant"
"5830444B04Rik",0.935946602427005,0.00944566505943212,0.75,0.75,1,"5830444B04Rik","Not Significant"
"Polr2g",0.935949957767471,0.245999037989407,1,0.75,1,"Polr2g","Not Significant"
"Kcnk1",0.93595556803827,0.0149455909466374,0.5,0.25,1,"Kcnk1","Not Significant"
"Fgfrl1",0.935955638225903,0.00783046148647748,0.75,0.75,1,"Fgfrl1","Not Significant"
"Phc3",0.936019183827845,0.0467395782833255,0.75,0.75,1,"Phc3","Not Significant"
"Ablim2",0.936084861642917,0.00408373205856161,0.5,0.5,1,"Ablim2","Not Significant"
"D330041H03Rik",0.936097794790548,0.00654005343173591,0.75,0.5,1,"D330041H03Rik","Not Significant"
"C230013L11Rik",0.936110917312476,0.0271930825621685,0.75,0.5,1,"C230013L11Rik","Not Significant"
"Tmtc1",0.936255978863822,0.025696580519289,0.75,0.5,1,"Tmtc1","Not Significant"
"Vps28",0.936259599050724,0.295621505281751,1,0.75,1,"Vps28","Not Significant"
"Pomgnt2",0.936377387433521,0.0294303546273755,0.75,0.5,1,"Pomgnt2","Not Significant"
"Polr2c",0.936397957537495,0.284778861443191,1,0.75,1,"Polr2c","Not Significant"
"Gm7008",0.936489988158563,0.0162498338042807,0.5,0.25,1,"Gm7008","Not Significant"
"9530077C05Rik",0.936498316010931,0.019161665839847,0.5,0.5,1,"9530077C05Rik","Not Significant"
"Pkn3",0.936577550179143,0.0326168912870612,0.75,0.5,1,"Pkn3","Not Significant"
"Gm15902",0.936614662352566,0.00800566926039514,0.75,0.75,1,"Gm15902","Not Significant"
"Zfp719",0.936738313710927,0.010530092415493,0.75,0.75,1,"Zfp719","Not Significant"
"Snapc1",0.936760693551665,0.0030878179573357,0.75,0.75,1,"Snapc1","Not Significant"
"Esrp1",0.936761714930196,0.00461628553993587,0.5,0.25,1,"Esrp1","Not Significant"
"Gm15892",0.936761714930196,0.00461628553993587,0.5,0.25,1,"Gm15892","Not Significant"
"Gm5468",0.936761714930196,0.00461628553993587,0.5,0.25,1,"Gm5468","Not Significant"
"Ptger4",0.936766583859911,0.0273401652423871,0.75,0.75,1,"Ptger4","Not Significant"
"Zfp882",0.936843488940319,0.0236169475778776,0.75,0.5,1,"Zfp882","Not Significant"
"Zfp266",0.93692569501126,0.0397529578649989,0.75,0.75,1,"Zfp266","Not Significant"
"Cftr",0.937003343112305,0.00441442831675798,0.5,0.25,1,"Cftr","Not Significant"
"Olfr652",0.937003343112305,0.00441442831675798,0.5,0.25,1,"Olfr652","Not Significant"
"Ptpn21",0.937031944210097,0.00831398900184843,0.75,0.75,1,"Ptpn21","Not Significant"
"Arhgef5",0.937101088106876,0.00632159646626729,0.75,0.5,1,"Arhgef5","Not Significant"
"Adgrv1",0.93712585275869,0.0305225236640281,0.75,0.5,1,"Adgrv1","Not Significant"
"A830018L16Rik",0.937200911908526,0.0184286078267508,0.75,0.25,1,"A830018L16Rik","Not Significant"
"A430106G13Rik",0.937244004679653,0.00497097939226521,0.25,0.75,1,"A430106G13Rik","Not Significant"
"Mttp",0.937260068188362,0.0350593306751941,0.75,0.75,1,"Mttp","Not Significant"
"Hoxb3",0.937439553415188,0.0288995093965476,0.75,0.75,1,"Hoxb3","Not Significant"
"Map11",0.937527125909513,0.237836928629557,1,0.75,1,"Map11","Not Significant"
"Gm15614",0.937541634731706,0.00759759695006945,0.75,0.5,1,"Gm15614","Not Significant"
"Mybl1",0.93758142243318,0.00536708391493557,0.75,0.75,1,"Mybl1","Not Significant"
"Gm13075",0.937593104316846,0.00455860297450617,0.5,0.5,1,"Gm13075","Not Significant"
"Intu",0.937621560029199,0.0358118134635037,0.75,0.75,1,"Intu","Not Significant"
"Fuz",0.93771719794052,0.0092951849806675,0.75,0.75,1,"Fuz","Not Significant"
"A630072M18Rik",0.937973008771506,0.00751280196803261,0.75,0.75,1,"A630072M18Rik","Not Significant"
"Scrn3",0.938047247004892,0.0412841311171321,0.75,0.75,1,"Scrn3","Not Significant"
"A930033H14Rik",0.938097035331301,0.00791964723625171,0.75,0.75,1,"A930033H14Rik","Not Significant"
"Enkd1",0.938106510534724,0.0305130957496091,0.75,0.75,1,"Enkd1","Not Significant"
"Arl8a",0.938115710649168,-1.24026030698674,1,1,1,"Arl8a","Not Significant"
"Cnbd2",0.938155278153745,0.0375636443489766,0.75,0.75,1,"Cnbd2","Not Significant"
"Tbc1d25",0.938158458595789,0.0314483983782174,0.75,0.5,1,"Tbc1d25","Not Significant"
"Lbhd1",0.938165746523062,0.0253230569148828,0.75,0.5,1,"Lbhd1","Not Significant"
"Kif24",0.938172208269609,0.0247693398284452,0.75,0.5,1,"Kif24","Not Significant"
"Fam149a",0.938270654430496,0.0099463790431038,0.75,0.75,1,"Fam149a","Not Significant"
"P3h1",0.938276542119159,0.00975988633106506,0.75,0.75,1,"P3h1","Not Significant"
"Amer2",0.938293505816535,0.0079765475709741,0.75,0.75,1,"Amer2","Not Significant"
"Epop",0.938347648326226,0.0101581005772713,0.75,0.75,1,"Epop","Not Significant"
"Ints6",0.938450472712314,0.0418127125121428,0.75,0.75,1,"Ints6","Not Significant"
"Wdr31",0.938505246234388,0.00502450009694999,0.75,0.5,1,"Wdr31","Not Significant"
"Otc",0.938505246234388,0.00502450009694999,0.75,0.5,1,"Otc","Not Significant"
"A130051J06Rik",0.93850544563018,0.020685010635179,0.75,0.5,1,"A130051J06Rik","Not Significant"
"Lca5",0.938517907410949,0.00764036221174047,0.75,0.75,1,"Lca5","Not Significant"
"Rnf180",0.938519223964822,0.0454933926600636,0.75,0.75,1,"Rnf180","Not Significant"
"Tmem208",0.938551130689942,0.155101944191824,1,0.75,1,"Tmem208","Not Significant"
"Myo1b",0.938610852431644,0.0144516770787058,0.75,0.75,1,"Myo1b","Not Significant"
"Adam19",0.938672477053667,0.24476778887774,1,0.75,1,"Adam19","Not Significant"
"Txk",0.93872594213778,0.0352481132383264,0.75,0.75,1,"Txk","Not Significant"
"Sept7",0.938752106073453,0.191502881154257,1,0.75,1,"Sept7","Not Significant"
"Ncs1",0.938757255826305,0.015379520228993,0.5,0.25,1,"Ncs1","Not Significant"
"Cdh6",0.93880637622606,0.0127532285708358,0.5,0.25,1,"Cdh6","Not Significant"
"Trem1",0.938880174171087,0.181829207137176,1,0.75,1,"Trem1","Not Significant"
"Vsig10l",0.938931702237871,0.0268105675969472,0.75,0.5,1,"Vsig10l","Not Significant"
"Slco4c1",0.939039524121948,0.00506208712904965,0.5,0.25,1,"Slco4c1","Not Significant"
"AV356131",0.939082798409939,0.00757572936856477,0.75,0.75,1,"AV356131","Not Significant"
"Lingo2",0.939209883268227,0.00528866500268044,0.5,0.25,1,"Lingo2","Not Significant"
"Tcf7l1",0.939209883268227,0.00528866500268044,0.5,0.25,1,"Tcf7l1","Not Significant"
"Gm2237",0.939209883268227,0.00528866500268044,0.5,0.25,1,"Gm2237","Not Significant"
"Limk1",0.939224523972858,0.00695182126212668,0.75,0.75,1,"Limk1","Not Significant"
"Osbpl2",0.939224830931986,0.0425293985674391,0.75,0.75,1,"Osbpl2","Not Significant"
"Me1",0.939295953688132,0.0196897145168964,0.75,0.25,1,"Me1","Not Significant"
"Cers4",0.939392003717033,0.00862929628706022,0.75,0.75,1,"Cers4","Not Significant"
"Sec14l3",0.939551309908888,0.0232586060448736,0.75,0.5,1,"Sec14l3","Not Significant"
"Gm2245",0.93958062424035,0.0390486560070429,0.75,0.75,1,"Gm2245","Not Significant"
"Prpf19",0.93958466605828,-1.51156411061963,1,1,1,"Prpf19","Not Significant"
"Hdac8",0.939589885617704,0.0387893718183412,0.75,0.75,1,"Hdac8","Not Significant"
"Scarb2",0.939646170686525,-0.995335047748481,1,1,1,"Scarb2","Not Significant"
"Hyal2",0.939708816868354,0.00897749549638993,0.75,0.75,1,"Hyal2","Not Significant"
"Ccne1",0.939732463974906,0.0314644188432325,0.75,0.5,1,"Ccne1","Not Significant"
"Tmem100",0.939732872977803,0.00587182068556125,0.75,0.75,1,"Tmem100","Not Significant"
"Pcdhgb5",0.939732872977803,0.00587182068556125,0.75,0.75,1,"Pcdhgb5","Not Significant"
"Gm39459",0.939851593084403,0.00543061379270848,0.75,0.5,1,"Gm39459","Not Significant"
"Krt14",0.939851593084403,0.00543061379270848,0.75,0.5,1,"Krt14","Not Significant"
"Qdpr",0.939865733475644,0.205164741282341,1,0.75,1,"Qdpr","Not Significant"
"Ccdc73",0.939897335945342,0.0374658737787019,0.75,0.75,1,"Ccdc73","Not Significant"
"Gm20544",0.939918262910595,0.0216745780888106,0.75,0.5,1,"Gm20544","Not Significant"
"Ccdc112",0.939992490242753,0.00901649314399333,0.75,0.75,1,"Ccdc112","Not Significant"
"Rpl36al",0.93999569068222,-0.0770503559984452,1,1,1,"Rpl36al","Not Significant"
"Cd46",0.94000881718971,0.0190889274602792,0.5,0.5,1,"Cd46","Not Significant"
"Med12l",0.940026370559823,0.00807966755290845,0.75,0.75,1,"Med12l","Not Significant"
"Platr27",0.940073343755007,0.0118653900670738,0.75,0.25,1,"Platr27","Not Significant"
"Clec2l",0.940073343755007,0.0118653900670738,0.75,0.25,1,"Clec2l","Not Significant"
"Igsf23",0.940073343755007,0.0118653900670738,0.75,0.25,1,"Igsf23","Not Significant"
"Gm31105",0.940073343755007,0.0118653900670738,0.75,0.25,1,"Gm31105","Not Significant"
"Pth1r",0.940073343755007,0.0118653900670738,0.75,0.25,1,"Pth1r","Not Significant"
"Sv2c",0.940073343755007,0.0118653900670738,0.75,0.25,1,"Sv2c","Not Significant"
"Fgf10",0.940073343755007,0.0118653900670738,0.75,0.25,1,"Fgf10","Not Significant"
"Gpr152",0.940073343755007,0.0118653900670738,0.75,0.25,1,"Gpr152","Not Significant"
"Rbp4",0.940073343755007,0.0118653900670738,0.75,0.25,1,"Rbp4","Not Significant"
"Zfp873",0.940091640333031,0.00950333411792359,0.75,0.75,1,"Zfp873","Not Significant"
"Prkg1",0.940102827756836,0.00514368306180635,0.5,0.75,1,"Prkg1","Not Significant"
"0610010F05Rik",0.94018685194632,0.0403566870184517,0.75,0.75,1,"0610010F05Rik","Not Significant"
"Gm10521",0.940210204216795,0.0338964545103002,0.75,0.5,1,"Gm10521","Not Significant"
"Gm35315",0.940292657287825,0.00557185567435758,0.75,0.5,1,"Gm35315","Not Significant"
"Cmya5",0.940375599427303,0.00778090159458644,0.75,0.75,1,"Cmya5","Not Significant"
"Rnf185",0.940388285492632,0.0424194540324325,0.75,0.75,1,"Rnf185","Not Significant"
"Tmem141",0.940392855685084,0.00858020037982321,0.75,0.75,1,"Tmem141","Not Significant"
"Tm7sf3",0.940567211059118,0.383266556403437,1,0.75,1,"Tm7sf3","Not Significant"
"Paxip1",0.940637022458274,0.0411556179429138,0.75,0.75,1,"Paxip1","Not Significant"
"Gm45464",0.940640870563655,0.00571239591581407,0.75,0.25,1,"Gm45464","Not Significant"
"Ftl1",0.940700947472251,0.0124608027436537,1,1,1,"Ftl1","Not Significant"
"Slc29a1",0.940740014057498,0.0115583595801574,0.75,0.75,1,"Slc29a1","Not Significant"
"Mcm8",0.94087731144493,0.00944745928621971,0.75,0.75,1,"Mcm8","Not Significant"
"Orc1",0.940890456307424,0.0164807059319023,0.5,0.5,1,"Orc1","Not Significant"
"Asf1a",0.940897432311253,0.0408207693590628,0.75,0.75,1,"Asf1a","Not Significant"
"A030001D20Rik",0.940908060606295,0.00557222200458329,0.75,0.5,1,"A030001D20Rik","Not Significant"
"Ace",0.940968892181476,0.308541535175957,1,0.75,1,"Ace","Not Significant"
"Gm43259",0.9409861504601,0.00657913590779202,0.75,0.5,1,"Gm43259","Not Significant"
"Gm26569",0.940996159495466,0.00666596569420741,0.75,0.5,1,"Gm26569","Not Significant"
"Plcb4",0.941073540321416,0.00913979343777482,0.75,0.75,1,"Plcb4","Not Significant"
"Gnl3l",0.941088336237158,0.0420715851687099,0.75,0.75,1,"Gnl3l","Not Significant"
"Supt16",0.941126491624196,0.0794414918723238,0.75,0.75,1,"Supt16","Not Significant"
"Ptgs2os",0.941139397106865,0.00977024576869345,0.75,0.75,1,"Ptgs2os","Not Significant"
"Mutyh",0.941162927062043,0.0196145814017357,0.5,0.5,1,"Mutyh","Not Significant"
"Gm45509",0.941179209494546,0.00883645783879783,0.75,0.75,1,"Gm45509","Not Significant"
"Spred3",0.9411881910543,0.00560873159925834,0.75,0.25,1,"Spred3","Not Significant"
"Rxra",0.94124123170259,0.0482208143559557,0.75,0.75,1,"Rxra","Not Significant"
"Sccpdh",0.941295461926492,0.0328381780053766,0.75,0.75,1,"Sccpdh","Not Significant"
"6820408C15Rik",0.941322974166926,0.00579810045770746,0.75,0.25,1,"6820408C15Rik","Not Significant"
"Thnsl1",0.941334876612686,0.0295386496260726,0.75,0.75,1,"Thnsl1","Not Significant"
"S1pr5",0.941336439284483,0.00594322924815671,0.75,0.75,1,"S1pr5","Not Significant"
"Hspa4l",0.941399595010025,0.0404574884385793,0.75,0.75,1,"Hspa4l","Not Significant"
"Vopp1",0.941511885947635,0.0126223215989039,0.75,0.75,1,"Vopp1","Not Significant"
"Arhgap42",0.941592317129659,0.0172197121732689,0.75,0.5,1,"Arhgap42","Not Significant"
"Gm15247",0.941597303219789,0.00919424381142275,0.75,0.75,1,"Gm15247","Not Significant"
"Adgrl1",0.941613158529057,0.00944234088279794,0.75,0.75,1,"Adgrl1","Not Significant"
"Paqr4",0.941655959655505,0.0105883292462134,0.75,0.75,1,"Paqr4","Not Significant"
"Gm10762",0.941688105252756,0.307143116019055,1,0.75,1,"Gm10762","Not Significant"
"Zfp324",0.941779839478364,0.00816850379221923,0.75,0.75,1,"Zfp324","Not Significant"
"Inafm1",0.941792504912013,0.005057694970104,0.75,0.75,1,"Inafm1","Not Significant"
"Ccdc157",0.941827890893415,0.0286135953098963,0.75,0.75,1,"Ccdc157","Not Significant"
"Polh",0.94191132776536,0.00994346288572712,0.75,0.75,1,"Polh","Not Significant"
"Emc10",0.941918477317578,0.0588307132899535,0.75,0.75,1,"Emc10","Not Significant"
"March7",0.941951874412289,0.203245333077011,1,0.75,1,"March7","Not Significant"
"Gm13657",0.94196781266938,0.0301877097430518,0.75,0.75,1,"Gm13657","Not Significant"
"Sh2d2a",0.942010399619213,0.0186178579384648,0.5,0.25,1,"Sh2d2a","Not Significant"
"Gm4890",0.942123707676103,0.0332947873464653,0.75,0.5,1,"Gm4890","Not Significant"
"Hgh1",0.94213354002803,0.0113309175912164,0.75,0.75,1,"Hgh1","Not Significant"
"Pbx1",0.942161496050767,0.00563016629054958,0.75,0.75,1,"Pbx1","Not Significant"
"Paip1",0.942239786844287,0.282935402076758,1,0.75,1,"Paip1","Not Significant"
"1810055G02Rik",0.942281528703922,0.0359448392457311,0.75,0.75,1,"1810055G02Rik","Not Significant"
"Arhgef11",0.942346160449587,0.0423157000378132,0.75,0.75,1,"Arhgef11","Not Significant"
"Rcsd1",0.942366911233861,0.202800619060299,1,0.75,1,"Rcsd1","Not Significant"
"Glrx3",0.942408093787954,0.468480161272666,1,0.75,1,"Glrx3","Not Significant"
"Ap2m1",0.942521023015373,0.218902032132787,1,0.75,1,"Ap2m1","Not Significant"
"Stag2",0.942569134556894,0.220712761966622,1,0.75,1,"Stag2","Not Significant"
