"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","category"
"Rbck1",0.0808086625705529,0.576706660641658,1,0.75,1,"Rbck1","Not Significant"
"Rnaset2a",0.0809234063065942,0.589504767586103,1,0.75,1,"Rnaset2a","Not Significant"
"Sh2b3",0.0809664299016362,0.671116471510432,1,0.75,1,"Sh2b3","Not Significant"
"Pdzd11",0.081066520996061,0.814679878481464,1,0.75,1,"Pdzd11","Not Significant"
"Rhou",0.0810946806028239,0.42947841562906,0.75,0.75,1,"Rhou","Not Significant"
"Akt3",0.0814624935181271,0.459419697262993,0.75,0.75,1,"Akt3","Not Significant"
"Sec24b",0.0815126313585202,0.800975387098899,1,0.75,1,"Sec24b","Not Significant"
"Auh",0.0816471602821852,1.09222445211237,1,0.75,1,"Auh","Not Significant"
"Rab8b",0.0816963891508738,0.76352988275744,1,0.75,1,"Rab8b","Not Significant"
"Rbms1",0.0818705665325886,0.857329819419053,1,0.75,1,"Rbms1","Not Significant"
"Rab5if",0.081891087058617,0.801874048297221,1,0.75,1,"Rab5if","Not Significant"
"Bin2",0.0819270698701696,0.756485778889748,1,0.75,1,"Bin2","Not Significant"
"Zfp217",0.0820441563847634,0.593261391339338,1,0.75,1,"Zfp217","Not Significant"
"Prpf31",0.0821868513544661,0.700965767658073,1,0.75,1,"Prpf31","Not Significant"
"Ptpn2",0.0826684002050552,0.501679402882591,0.75,0.75,1,"Ptpn2","Not Significant"
"Itgad",0.0828277447233435,-3.0708882733481,0.25,0.5,1,"Itgad","Not Significant"
"Uqcrb",0.0829290167444532,-0.219383470315512,1,0.75,1,"Uqcrb","Not Significant"
"Grcc10",0.0832590234706835,-0.228878267558132,1,0.75,1,"Grcc10","Not Significant"
"Gdf15",0.0832716964881022,-2.47039025798499,0.75,1,1,"Gdf15","Not Significant"
"Srsf5",0.0836538457994351,-0.816453411066022,1,1,1,"Srsf5","Not Significant"
"Adprm",0.0839476845384742,0.559739618830394,1,0.75,1,"Adprm","Not Significant"
"Havcr2",0.0841478322105209,0.541714045751264,0.75,0.75,1,"Havcr2","Not Significant"
"Notch2",0.0844469575854722,0.813090638255264,1,0.75,1,"Notch2","Not Significant"
"Gtf2f2",0.0845248115739225,0.829194581339328,1,0.75,1,"Gtf2f2","Not Significant"
"Slu7",0.0846428851643096,0.726655521307494,1,0.75,1,"Slu7","Not Significant"
"Wars",0.0846752409705678,0.485307037855648,0.75,0.75,1,"Wars","Not Significant"
"Mfsd5",0.084781197181622,0.59095161652149,1,0.75,1,"Mfsd5","Not Significant"
"Gm46224",0.0848403106784297,0.4806574169319,0.75,0.75,1,"Gm46224","Not Significant"
"Psen1",0.0848625339971785,0.577886625035519,1,0.75,1,"Psen1","Not Significant"
"Utp3",0.085009372941623,0.685569450814109,1,0.75,1,"Utp3","Not Significant"
"Ifitm1",0.0850454847529384,0.455511234542668,0.75,0.75,1,"Ifitm1","Not Significant"
"Ap4s1",0.0850521488096529,0.572532789033272,1,0.75,1,"Ap4s1","Not Significant"
"Rpl41",0.08521520516215,-1.1412606115073,1,1,1,"Rpl41","Not Significant"
"Anxa11",0.0852648497934218,0.703458057053608,1,0.75,1,"Anxa11","Not Significant"
"Eif4g2",0.0852993660303873,-0.682749985678945,1,1,1,"Eif4g2","Not Significant"
"Romo1",0.0853784960602962,-0.459942792865397,0.75,0.75,1,"Romo1","Not Significant"
"Eif4ebp3",0.0855060442599913,0.735478353351016,1,0.75,1,"Eif4ebp3","Not Significant"
"Nsmaf",0.0855068458004322,0.568495436986264,1,0.75,1,"Nsmaf","Not Significant"
"Slc25a19",0.0856745556398632,0.567446619080905,1,0.75,1,"Slc25a19","Not Significant"
"Cdk2ap2",0.0857621170713091,0.0846286220307071,1,1,1,"Cdk2ap2","Not Significant"
"Slc30a7",0.0858709818702547,0.576778832189329,1,0.75,1,"Slc30a7","Not Significant"
"Rpl39",0.0859300988099228,-0.864336558802165,1,1,1,"Rpl39","Not Significant"
"Eif3d",0.08598735619039,0.890476727911126,1,0.75,1,"Eif3d","Not Significant"
"Qk",0.0861612076263703,-1.27388481243396,1,1,1,"Qk","Not Significant"
"Dera",0.0862804444083514,0.568987003556142,1,0.75,1,"Dera","Not Significant"
"Ist1",0.086354210291425,0.686038006953413,1,0.75,1,"Ist1","Not Significant"
"Cysltr1",0.0865532245741209,0.773941192220123,1,0.75,1,"Cysltr1","Not Significant"
"Cpne1",0.086641868215391,0.684711946619547,1,0.75,1,"Cpne1","Not Significant"
"Mdm2",0.0868222355646492,0.507623608459316,0.75,0.75,1,"Mdm2","Not Significant"
"Larp7",0.0868852107211286,0.586548567992682,1,0.75,1,"Larp7","Not Significant"
"Bcl3",0.0869009012904701,0.577784302973343,1,0.75,1,"Bcl3","Not Significant"
"Ptpro",0.0869573688779673,0.712246078147744,1,0.75,1,"Ptpro","Not Significant"
"Rmdn3",0.0869629076955952,0.420292146922531,0.75,0.75,1,"Rmdn3","Not Significant"
"Stxbp2",0.0869692634851299,0.496876341768506,0.75,0.75,1,"Stxbp2","Not Significant"
"Snrpa1",0.0870418577977799,0.755783358183819,1,0.75,1,"Snrpa1","Not Significant"
"Capza2",0.0871997065718471,0.768652418397438,1,0.75,1,"Capza2","Not Significant"
"CAAA01118383.1",0.087249093043126,0.565072363536385,1,0.75,1,"CAAA01118383.1","Not Significant"
"Psmd13",0.0872928030166611,0.975842527726289,1,0.75,1,"Psmd13","Not Significant"
"Usp36",0.0875950378532926,0.714693058450495,1,0.75,1,"Usp36","Not Significant"
"Tut7",0.0876488530753708,0.925434488109972,1,0.75,1,"Tut7","Not Significant"
"2900093K20Rik",0.0877693164642802,0.249648809368367,0.75,0.5,1,"2900093K20Rik","Not Significant"
"Wdr74",0.0879777801061883,0.597955257558914,1,0.75,1,"Wdr74","Not Significant"
"Misp",0.0880287600605204,0.434155960046113,1,0.25,1,"Misp","Not Significant"
"Pik3r6",0.0883392666157747,0.735635938954462,1,0.75,1,"Pik3r6","Not Significant"
"Rfc2",0.0884890560672374,0.631005841964464,1,0.75,1,"Rfc2","Not Significant"
"Ndufa2",0.0887412712767798,-0.0688472204888735,1,0.75,1,"Ndufa2","Not Significant"
"Rnf168",0.0890637567922277,0.464525291278349,0.75,0.75,1,"Rnf168","Not Significant"
"Sparc",0.0891123205564803,0.571043994207578,1,0.75,1,"Sparc","Not Significant"
"Gm11808",0.0892515617021188,0.677790587232954,1,0.75,1,"Gm11808","Not Significant"
"Pdcd10",0.0892836130959702,0.876227592237027,1,0.75,1,"Pdcd10","Not Significant"
"Noc2l",0.0895207120177627,0.563792763075495,1,0.75,1,"Noc2l","Not Significant"
"Elovl1",0.0895787431180277,0.655664201741077,1,0.75,1,"Elovl1","Not Significant"
"Atp6v1h",0.0896278369587647,0.906692822412195,1,0.75,1,"Atp6v1h","Not Significant"
"Ocel1",0.0897711461866801,0.676327341468661,1,0.75,1,"Ocel1","Not Significant"
"Mrpl4",0.0899266233104689,0.72065475207755,1,0.75,1,"Mrpl4","Not Significant"
"Rgs14",0.0899357209496891,0.730452738919018,1,0.75,1,"Rgs14","Not Significant"
"Ppp1r12c",0.0899565934584499,0.637267688214663,1,0.75,1,"Ppp1r12c","Not Significant"
"P2ry10b",0.0899767705047733,0.571652055529004,1,0.75,1,"P2ry10b","Not Significant"
"Trim11",0.0900260486049374,0.553344484572457,1,0.75,1,"Trim11","Not Significant"
"Elf1",0.090091506958501,0.632844456681596,1,0.75,1,"Elf1","Not Significant"
"Rsbn1",0.0902528978013459,0.784121983497271,1,0.75,1,"Rsbn1","Not Significant"
"Ptpn1",0.0902708183121545,0.76361315835631,1,0.75,1,"Ptpn1","Not Significant"
"Smg7",0.0905480215255881,0.572791695402588,1,0.75,1,"Smg7","Not Significant"
"Ahsa1",0.0906404336194926,0.504129541203889,0.75,0.75,1,"Ahsa1","Not Significant"
"Sult1d1",0.0907556709957112,-0.096619354159627,1,0.75,1,"Sult1d1","Not Significant"
"Kctd12",0.0907940729166267,-0.745281785586444,1,1,1,"Kctd12","Not Significant"
"Psmb7",0.0909139511609508,0.873784324177339,1,0.75,1,"Psmb7","Not Significant"
"Rnf115",0.090915597635904,0.622055443593761,1,0.75,1,"Rnf115","Not Significant"
"Atp11a",0.0909302327889768,0.727293089618011,1,0.75,1,"Atp11a","Not Significant"
"Ralgds",0.0909958559958187,0.567125253735463,1,0.75,1,"Ralgds","Not Significant"
"Gas7",0.091087462292258,1.05922856826834,1,0.75,1,"Gas7","Not Significant"
"Ly6d",0.0913921640728328,0.340730792161922,0.75,0.75,1,"Ly6d","Not Significant"
"Cd86",0.0914051132511048,0.675270749906368,1,0.75,1,"Cd86","Not Significant"
"Eri1",0.0914488805304975,0.562622487729709,1,0.75,1,"Eri1","Not Significant"
"Sympk",0.0914587338414141,0.560758321229704,1,0.75,1,"Sympk","Not Significant"
"Paxbp1",0.0914611039437499,0.828343876493715,1,0.75,1,"Paxbp1","Not Significant"
"Apaf1",0.0914733526263977,-1.25139992442994,1,1,1,"Apaf1","Not Significant"
"Mill2",0.0916209540547893,0.676852855060614,1,0.25,1,"Mill2","Not Significant"
"Sik3",0.0917081165060242,0.450189208281986,0.75,0.75,1,"Sik3","Not Significant"
"Ppm1k",0.0918618742124853,0.565812263926173,1,0.75,1,"Ppm1k","Not Significant"
"Eif3b",0.0919443722125762,0.955627662852789,1,0.75,1,"Eif3b","Not Significant"
"Gpr34",0.0919679228058537,-0.369265989853418,1,0.75,1,"Gpr34","Not Significant"
"Cd200r4",0.0922915174168439,0.375129243379207,0.75,0.75,1,"Cd200r4","Not Significant"
"Kansl3",0.0924106591305371,0.901714181826362,1,0.75,1,"Kansl3","Not Significant"
"Timm23",0.0924353951910578,0.765691160968566,1,0.75,1,"Timm23","Not Significant"
"Pebp1",0.0924570256301583,-0.242666329538559,1,0.75,1,"Pebp1","Not Significant"
"Elmo2",0.0925057796285253,0.879348132695054,1,0.75,1,"Elmo2","Not Significant"
"Pi4k2a",0.0927250404832708,0.493575576191462,0.75,0.75,1,"Pi4k2a","Not Significant"
"Mtmr3",0.0928342550706351,0.660150024308826,1,0.75,1,"Mtmr3","Not Significant"
"Sh3tc1",0.0928421200900782,0.886355323604318,1,0.75,1,"Sh3tc1","Not Significant"
"U2af1",0.0928543592280279,0.756736602807419,1,0.75,1,"U2af1","Not Significant"
"Slc25a4",0.0930335642410239,-0.146367185634353,1,0.75,1,"Slc25a4","Not Significant"
"Creb3",0.0931105567394747,0.560147925171359,1,0.75,1,"Creb3","Not Significant"
"Exosc4",0.0931732945307175,0.676028768644864,1,0.75,1,"Exosc4","Not Significant"
"Grap2",0.0934693097808687,0.402652346806741,0.75,0.75,1,"Grap2","Not Significant"
"Galnt10",0.0934904452934021,0.552581625704502,1,0.75,1,"Galnt10","Not Significant"
"Ppp2r1b",0.0939708169556985,0.531568304650085,1,0.75,1,"Ppp2r1b","Not Significant"
"Rabgef1",0.0940880103584317,0.579600060086656,1,0.75,1,"Rabgef1","Not Significant"
"Pin1",0.0942185083535861,0.809628378180108,1,0.75,1,"Pin1","Not Significant"
"Med8",0.0942959816362206,0.643897708516369,1,0.75,1,"Med8","Not Significant"
"Sptlc2",0.0947663207247401,0.618756487414446,1,0.75,1,"Sptlc2","Not Significant"
"Klf7",0.0948394060437849,-0.184841899657505,1,0.75,1,"Klf7","Not Significant"
"Derl2",0.0949725037710499,0.639269807955914,1,0.75,1,"Derl2","Not Significant"
"Aim2",0.095103295326584,-0.971640121906858,1,1,1,"Aim2","Not Significant"
"Wbp1l",0.0952635052112507,0.676491568399298,1,0.75,1,"Wbp1l","Not Significant"
"Prss23",0.0952829701744308,-2.55381932115435,0.75,1,1,"Prss23","Not Significant"
"Cd209g",0.0956651027337177,-0.370100233902121,0.75,0.75,1,"Cd209g","Not Significant"
"Gm13212",0.0956994485982368,0.439137252915521,0.75,0.75,1,"Gm13212","Not Significant"
"B4galt1",0.0957973594523593,0.815115077299387,1,0.75,1,"B4galt1","Not Significant"
"Tmem127",0.0959013017022114,0.672305752139753,1,0.75,1,"Tmem127","Not Significant"
"Gm47664",0.0959185393927203,0.696700285378369,1,0.75,1,"Gm47664","Not Significant"
"Scgb2b27",0.0959628508124358,0.405053045064408,0.75,0.25,1,"Scgb2b27","Not Significant"
"Cox7a2",0.0959967261224713,-0.63220958748658,1,1,1,"Cox7a2","Not Significant"
"Mlx",0.0961645831244178,0.562393051244115,1,0.75,1,"Mlx","Not Significant"
"Ubald2",0.0962118791752269,0.836498541548386,1,0.75,1,"Ubald2","Not Significant"
"Plod3",0.0962684501570357,0.63529339523852,1,0.75,1,"Plod3","Not Significant"
"Pikfyve",0.0964400407245008,0.58052976208394,1,0.75,1,"Pikfyve","Not Significant"
"Arl4c",0.0964419453689225,-0.122960185252203,1,1,1,"Arl4c","Not Significant"
"Zbtb5",0.0964818562690248,0.522711072514533,1,0.75,1,"Zbtb5","Not Significant"
"Zgpat",0.0966942103686399,0.887906117505255,1,0.75,1,"Zgpat","Not Significant"
"Gadd45gip1",0.096838714067892,0.739650896731341,1,0.75,1,"Gadd45gip1","Not Significant"
"Tlr7",0.0969460197884553,0.620169517564719,1,0.75,1,"Tlr7","Not Significant"
"Brwd3",0.0970765233262854,0.846389549022021,1,0.75,1,"Brwd3","Not Significant"
"Washc4",0.0971069562336594,-0.940434529278995,1,1,1,"Washc4","Not Significant"
"Ifnlr1",0.0971545404267779,0.436550932967457,1,0.25,1,"Ifnlr1","Not Significant"
"Mfsd7a",0.0972720027685679,0.425620161289599,0.75,0.75,1,"Mfsd7a","Not Significant"
"Zbtb20",0.0973092305906905,-0.425871420157484,0.75,0.75,1,"Zbtb20","Not Significant"
"Mrpl37",0.0974697054853521,0.715513822067489,1,0.75,1,"Mrpl37","Not Significant"
"Ormdl2",0.0976645030595709,0.641260352087654,1,0.75,1,"Ormdl2","Not Significant"
"Qsox1",0.0976842889842862,0.30932367036762,0.75,0.75,1,"Qsox1","Not Significant"
"Pcnt",0.0977649826306985,0.559741762387346,1,0.75,1,"Pcnt","Not Significant"
"Art3",0.0978166667237982,0.209408656767466,0.75,0,1,"Art3","Not Significant"
"Zc3h12d",0.0980051166752994,0.401004133342403,0.75,0.75,1,"Zc3h12d","Not Significant"
"Smn1",0.0980517188113377,0.560522998994444,1,0.75,1,"Smn1","Not Significant"
"Rabac1",0.0981559228181974,-0.136443278553168,1,0.75,1,"Rabac1","Not Significant"
"Dtnbp1",0.0981913709581203,0.639161655681807,1,0.75,1,"Dtnbp1","Not Significant"
"Sik1",0.0983629455610764,0.675364026493452,1,0.75,1,"Sik1","Not Significant"
"Cxcl1",0.098430600201928,-0.436796437086083,0.75,0.75,1,"Cxcl1","Not Significant"
"Tspan17",0.0984442452155786,0.55655349020526,1,0.75,1,"Tspan17","Not Significant"
"Bcl2a1d",0.0985246684698004,0.54889616837651,0.75,0.75,1,"Bcl2a1d","Not Significant"
"Camkk2",0.0985441688983453,0.621290493907221,1,0.75,1,"Camkk2","Not Significant"
"Nfkb2",0.0985824802646857,0.705965042947973,1,0.75,1,"Nfkb2","Not Significant"
"Twist1",0.0988336771539474,0.686209068032393,1,0.5,1,"Twist1","Not Significant"
"Araf",0.0988836162428476,1.17050579129161,1,0.75,1,"Araf","Not Significant"
"Nsf",0.0990386525659237,0.715459371803004,1,0.75,1,"Nsf","Not Significant"
"Tmem140",0.0991291286672605,0.559146955930954,1,0.75,1,"Tmem140","Not Significant"
"Def8",0.0992392818028666,0.384179377660768,0.75,0.75,1,"Def8","Not Significant"
"Hsd11b1",0.0992613524139326,1.15195768360334,1,0.75,1,"Hsd11b1","Not Significant"
"Pphln1",0.0992710571068662,0.563972591190875,1,0.75,1,"Pphln1","Not Significant"
"Fam72a",0.0993348806053811,0.705693664285052,1,0.75,1,"Fam72a","Not Significant"
"Il1r2",0.0993520610596926,0.405010967883473,0.75,0.75,1,"Il1r2","Not Significant"
"Adora2b",0.0994713452049445,0.526052253172786,1,0.75,1,"Adora2b","Not Significant"
"Tmem203",0.099539115246827,0.443652559320627,0.75,0.75,1,"Tmem203","Not Significant"
"Eif4e2",0.0997506222161,0.613760118550773,1,0.75,1,"Eif4e2","Not Significant"
"Timp2",0.0998309038176013,-0.257357231598901,1,0.75,1,"Timp2","Not Significant"
"Pfkfb4",0.100256155597537,0.6600653211916,1,0.75,1,"Pfkfb4","Not Significant"
"Vav1",0.100466311432985,0.528008871554868,0.75,0.75,1,"Vav1","Not Significant"
"Kat7",0.100483086789519,0.578006743655411,1,0.75,1,"Kat7","Not Significant"
"Rap1gap2",0.100772152747838,0.786864709118755,1,0.75,1,"Rap1gap2","Not Significant"
"Fbxo4",0.100975331975342,0.917147103651348,1,0.75,1,"Fbxo4","Not Significant"
"Smim11",0.101031334206805,-0.249024657003111,1,0.75,1,"Smim11","Not Significant"
"Hivep1",0.10116054976466,0.494151186633394,0.75,0.75,1,"Hivep1","Not Significant"
"Ndufb1-ps",0.101364457558961,-0.714810255714739,1,1,1,"Ndufb1-ps","Not Significant"
"Zfp330",0.101781593817403,0.765852356495256,1,0.75,1,"Zfp330","Not Significant"
"Ndrg1",0.101831310080469,0.551473434409284,1,0.75,1,"Ndrg1","Not Significant"
"Hook2",0.101843741959436,0.523463529465586,1,0.75,1,"Hook2","Not Significant"
"Rnf139",0.101914103131833,0.453109521097188,0.75,0.75,1,"Rnf139","Not Significant"
"Tctex1d2",0.101944727985399,0.678297369654503,1,0.75,1,"Tctex1d2","Not Significant"
"Rab32",0.102028811281263,0.632545737914445,1,0.75,1,"Rab32","Not Significant"
"Son",0.102087941779604,-0.388247659352491,1,1,1,"Son","Not Significant"
"Ebna1bp2",0.102168184310711,-0.809885435232907,1,1,1,"Ebna1bp2","Not Significant"
"Abcg1",0.102249487141576,0.793633887669623,0.75,0.75,1,"Abcg1","Not Significant"
"Acadl",0.102379329582694,0.703780207761265,1,0.75,1,"Acadl","Not Significant"
"Man2a1",0.102491388243494,0.874963033804291,1,0.75,1,"Man2a1","Not Significant"
"Atp5k",0.102827485563739,0.0179461494482339,1,0.75,1,"Atp5k","Not Significant"
"Selenof",0.103026419071685,-0.239629978922544,1,0.75,1,"Selenof","Not Significant"
"Eva1b",0.103224968820761,0.554517990704612,1,0.75,1,"Eva1b","Not Significant"
"Pmm2",0.103285068812545,0.566971991197292,1,0.75,1,"Pmm2","Not Significant"
"Bax",0.10333279915082,0.712218341566473,1,0.75,1,"Bax","Not Significant"
"Hsp90b1",0.103435287721127,-0.600138855458793,1,1,1,"Hsp90b1","Not Significant"
"Dclre1c",0.103443136612185,0.833748928621805,1,0.75,1,"Dclre1c","Not Significant"
"Acads",0.103563366124341,0.673234172117174,1,0.75,1,"Acads","Not Significant"
"Klhl24",0.103725713244886,-0.0996999392692665,1,0.75,1,"Klhl24","Not Significant"
"Smyd5",0.103733895894867,0.713786545734554,1,0.75,1,"Smyd5","Not Significant"
"Bst1",0.103914416491694,0.718675301687702,1,0.75,1,"Bst1","Not Significant"
"Stk36",0.104072106239766,-2.57692250971931,0.5,0.5,1,"Stk36","Not Significant"
"Zmat5",0.104109936734395,0.63877434772589,1,0.75,1,"Zmat5","Not Significant"
"Susd6",0.104312525261013,0.656955066670513,1,0.75,1,"Susd6","Not Significant"
"Kcna2",0.104339927523332,-2.55469692170075,0.5,1,1,"Kcna2","Not Significant"
"Flnb",0.10444101227646,0.526852060204261,1,0.75,1,"Flnb","Not Significant"
"Dap3",0.104486995601058,0.559825237076332,1,0.75,1,"Dap3","Not Significant"
"Taf1b",0.104603261269102,0.698684702325127,1,0.75,1,"Taf1b","Not Significant"
"Anapc7",0.10473628444304,0.709298037114902,1,0.75,1,"Anapc7","Not Significant"
"Tnfrsf1a",0.104760752279286,0.807635765249832,1,0.75,1,"Tnfrsf1a","Not Significant"
"Tsc22d1",0.104771265780782,-0.0398071547226598,1,0.75,1,"Tsc22d1","Not Significant"
"Arl3",0.104847771023069,0.708189656914854,1,0.75,1,"Arl3","Not Significant"
"Abtb2",0.104900882481773,0.237085871814459,0.75,0.75,1,"Abtb2","Not Significant"
"Clec4d",0.105002380097874,0.657202924231718,1,0.75,1,"Clec4d","Not Significant"
"Kcnn4",0.105044808967749,0.412847763285679,0.75,0.75,1,"Kcnn4","Not Significant"
"Col4a3bp",0.105048332189674,0.648233328085413,1,0.75,1,"Col4a3bp","Not Significant"
"Mrps2",0.105092709238318,0.519055081537933,1,0.75,1,"Mrps2","Not Significant"
"Cela1",0.10511365423719,-2.34334053052233,0.75,1,1,"Cela1","Not Significant"
"Zfp738",0.105272390198795,0.53454811828781,1,0.75,1,"Zfp738","Not Significant"
"Ggct",0.10568427564116,0.57220024983885,1,0.75,1,"Ggct","Not Significant"
"Vdac1",0.105723702858146,-0.28098279550579,1,0.75,1,"Vdac1","Not Significant"
"Snx1",0.106025227869451,0.611822458469893,1,0.75,1,"Snx1","Not Significant"
"Usp15",0.106047711975036,0.656957219651938,1,0.75,1,"Usp15","Not Significant"
"Cd44",0.106085171056236,1.11631883089343,1,0.75,1,"Cd44","Not Significant"
"Aoah",0.106187570710781,0.546724129975104,1,0.75,1,"Aoah","Not Significant"
"Nqo2",0.106210392981708,0.719097020060036,1,0.75,1,"Nqo2","Not Significant"
"Agtrap",0.106418534600294,0.549597913140397,1,0.75,1,"Agtrap","Not Significant"
"Pde8a",0.10646509534817,1.01103544350756,1,0.75,1,"Pde8a","Not Significant"
"Ccnd1",0.106539287942169,0.619173779378917,1,0.75,1,"Ccnd1","Not Significant"
"Nubp1",0.106668603545962,0.548585190041254,1,0.75,1,"Nubp1","Not Significant"
"Asph",0.106707554917947,-0.804189916075698,1,1,1,"Asph","Not Significant"
"Tes",0.106743840996015,0.666972579495048,1,0.75,1,"Tes","Not Significant"
"Slc17a6",0.106860949597913,0.897047097330771,0.5,0,1,"Slc17a6","Not Significant"
"Samd4",0.106920768603382,-2.48081294645856,0.75,1,1,"Samd4","Not Significant"
"Polb",0.106934651317993,0.60203767736116,1,0.75,1,"Polb","Not Significant"
"Zfp407",0.106943370694864,0.556908262673036,1,0.75,1,"Zfp407","Not Significant"
"Mrps23",0.107199644799618,0.762168254732826,1,0.75,1,"Mrps23","Not Significant"
"Nhp2",0.107332286405945,0.822766661266275,1,0.75,1,"Nhp2","Not Significant"
"Tlr3",0.107449639036874,0.416418719093218,0.75,0.75,1,"Tlr3","Not Significant"
"Tmem189",0.107451755597949,0.54300874401498,1,0.75,1,"Tmem189","Not Significant"
"Gfm1",0.107544927301079,0.533903029797954,1,0.75,1,"Gfm1","Not Significant"
"Tcf20",0.10760448350362,0.677046327668281,1,0.75,1,"Tcf20","Not Significant"
"Lactb",0.107684853177621,0.548871843661689,1,0.75,1,"Lactb","Not Significant"
"Faf1",0.107762845420646,0.560106675500775,1,0.75,1,"Faf1","Not Significant"
"Sumo2",0.107769834988241,-0.391976680769156,1,1,1,"Sumo2","Not Significant"
"Uqcrh",0.107967072991309,-0.545690290260452,1,1,1,"Uqcrh","Not Significant"
"Bmf",0.107977405716485,0.858583797317283,1,0.75,1,"Bmf","Not Significant"
"Pmvk",0.107996522809042,0.464920370369752,0.75,0.75,1,"Pmvk","Not Significant"
"Cd53",0.10816208247196,0.0758677711638998,1,1,1,"Cd53","Not Significant"
"Alkbh3",0.108277564919655,0.549433881989901,1,0.75,1,"Alkbh3","Not Significant"
"Mpdu1",0.108290015471158,-1.10479095654417,1,1,1,"Mpdu1","Not Significant"
"Zfhx3",0.108340921375417,-0.0820850191298576,1,0.75,1,"Zfhx3","Not Significant"
"R3hcc1l",0.108682830870156,0.543076535535673,1,0.75,1,"R3hcc1l","Not Significant"
"Cd163",0.108710739785695,-0.378814790410619,0.75,0.75,1,"Cd163","Not Significant"
"Itpk1",0.108925832186674,0.552596450006049,1,0.75,1,"Itpk1","Not Significant"
"Lig3",0.109303738636114,0.712451303003873,1,0.75,1,"Lig3","Not Significant"
"Pisd",0.109401929594055,0.652604688650051,1,0.75,1,"Pisd","Not Significant"
"Dhx16",0.109492580964755,0.548006454820029,1,0.75,1,"Dhx16","Not Significant"
"Coro1b",0.109497825032224,0.41044200146397,0.75,0.75,1,"Coro1b","Not Significant"
"Spag9",0.10963991672173,0.872277563787926,1,0.75,1,"Spag9","Not Significant"
"Xpnpep1",0.109658168259201,0.549151491633316,1,0.75,1,"Xpnpep1","Not Significant"
"BC051226",0.109749021585767,0.552810672672349,1,0.75,1,"BC051226","Not Significant"
"4833418N02Rik",0.110044821879267,0.537935534402629,1,0.75,1,"4833418N02Rik","Not Significant"
"Bloc1s1",0.110168606424682,0.458940542096381,0.75,0.75,1,"Bloc1s1","Not Significant"
"Rela",0.110290903875759,0.540581443633553,1,0.75,1,"Rela","Not Significant"
"Pkn1",0.110334111536289,-0.83410209771041,1,1,1,"Pkn1","Not Significant"
"Extl3",0.110380164345313,0.552564254070579,1,0.75,1,"Extl3","Not Significant"
"Taf12",0.110392143743578,0.66728955920897,1,0.75,1,"Taf12","Not Significant"
"Wdr53",0.110412528790988,0.71051185699295,1,0.75,1,"Wdr53","Not Significant"
"Psma5",0.11118043509301,0.629029274746983,1,0.75,1,"Psma5","Not Significant"
"Hist4h4",0.111272442768441,0.68830892742944,1,0.5,1,"Hist4h4","Not Significant"
"Dbf4",0.11190621868331,0.861542951982386,1,0.75,1,"Dbf4","Not Significant"
"Ap1s1",0.111916172311514,0.65274212573897,1,0.75,1,"Ap1s1","Not Significant"
"Pecam1",0.11200598588357,0.518954233922572,1,0.75,1,"Pecam1","Not Significant"
"Tuba1c",0.112515399053706,0.784390004578266,1,0.75,1,"Tuba1c","Not Significant"
"Pelp1",0.112888922785892,0.388391668117831,0.75,0.75,1,"Pelp1","Not Significant"
"Ywhaq",0.112972618673441,-0.0925353740953129,1,0.75,1,"Ywhaq","Not Significant"
"Csnk2b",0.113019299878327,0.88079449245857,1,0.75,1,"Csnk2b","Not Significant"
"Dna2",0.113035666540777,0.448427150868955,0.75,0.75,1,"Dna2","Not Significant"
"Ehmt2",0.113046812893339,0.5356186943107,1,0.75,1,"Ehmt2","Not Significant"
"Pip4k2b",0.113255331762496,0.699817314249487,1,0.75,1,"Pip4k2b","Not Significant"
"Ppp2r5a",0.113311032533395,0.797253804914208,1,0.75,1,"Ppp2r5a","Not Significant"
"Slc26a2",0.113552474231192,0.786703460254955,1,0.75,1,"Slc26a2","Not Significant"
"Vps52",0.113570534336944,0.404093078600079,0.75,0.75,1,"Vps52","Not Significant"
"Eml4",0.113656168232076,0.59379217380055,1,0.75,1,"Eml4","Not Significant"
"Aars",0.113751492230394,0.54356897243577,1,0.75,1,"Aars","Not Significant"
"Mppe1",0.113751524175259,0.549227657702213,1,0.75,1,"Mppe1","Not Significant"
"Lasp1",0.113826159034439,-0.756453148089662,1,1,1,"Lasp1","Not Significant"
"Psmd9",0.113894441044069,0.780823280687789,1,0.75,1,"Psmd9","Not Significant"
"4930453N24Rik",0.113991571843963,0.672623634620213,1,0.75,1,"4930453N24Rik","Not Significant"
"Amdhd2",0.11399305410676,0.467369069882883,0.75,0.75,1,"Amdhd2","Not Significant"
"Mrpl38",0.114176214925299,0.945495051444775,1,0.75,1,"Mrpl38","Not Significant"
"Uxt",0.114213324159643,0.427420479853946,0.75,0.75,1,"Uxt","Not Significant"
"Park7",0.11424230017411,-0.10381778968468,1,0.75,1,"Park7","Not Significant"
"Cpsf2",0.114251056276643,0.630438063801461,1,0.75,1,"Cpsf2","Not Significant"
"Kctd17",0.114313492246934,0.280962801369067,0.75,0.5,1,"Kctd17","Not Significant"
"4930430E12Rik",0.114353781952872,0.265681067570467,0.75,0.75,1,"4930430E12Rik","Not Significant"
"Cln3",0.114384913834251,0.648980262792842,1,0.75,1,"Cln3","Not Significant"
